id,track.name,track.album.name,energy,danceability,acousticness,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3U0PI7XB2PQCI2Z4rAopZJ,Lá Fora,Lá Fora,0.704,0.692,0.282,0,0,0.0979,-8.109,1,0.0716,93.993,4,0.608
3uezVXXzZZUCjqPRC9JA6u,Lanterna Dos Afogados,Big Bang,0.596,0.716,0.128,0.00484,11,0.0966,-8.503,1,0.0255,113.278,4,0.487
3ugHD1hbqLwHl4ubH72EbU,Sacanagenzinha (Ao Vivo),Sacanagenzinha (Ao Vivo),0.87,0.751,0.404,0,10,0.908,-5.829,0,0.0434,135.913,4,0.751
3UIgJ1731jLr1qzDZy1Ma2,Retrato de um Playboy (Juventude Perdida),Gabriel O Pensador,0.736,0.877,0.219,0.0000646,2,0.0918,-10.671,1,0.103,107.39,4,0.946
3uLsZpdHrJsR9AjrrxMI66,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",Bruch & Dvorak Violin Concertos,0.0974,0.169,0.864,0.632,3,0.087,-21.414,1,0.042,170.379,5,0.0524
3UmaczJpikHgJFyBTAJVoz,Stan,The Marshall Mathers LP,0.768,0.78,0.0371,0.00000234,6,0.518,-4.325,0,0.238,80.063,4,0.507
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Where Are You Now,0.636,0.671,0.515,0.000411,6,0.172,-8.117,0,0.103,120.966,4,0.262
3uwnnTQcHM1rDqSfA4gQNz,Cool for the Summer,Confident,0.61,0.583,0.00425,0.000105,5,0.14,-5.639,0,0.0382,114.06,4,0.336
3UxbX3S3t6IKzGW4gGgYtr,Nevermore,Nevermore,0.988,0.496,0.0000833,0.323,4,0.155,-4.409,0,0.11,102.005,3,0.199
3UzrBh7hlsGSVzhVP7sscZ,"É Parango Que Fala, Né - Ao Vivo",Encontro De Fenômenos (Ao Vivo / Pt. III),0.768,0.58,0.802,0.00392,4,0.403,-9.041,1,0.0445,130.616,4,0.688
3VA8XqpAofe0g8QbQm3s7N,Ciúme - Ao Vivo,Ciúme (Ao Vivo),0.625,0.583,0.772,0,1,0.983,-7.487,1,0.0499,153.889,4,0.621
3VNIwW4MkSvp0xVEmfrvUL,O 5° Vigia,Preto do Gueto (Deluxe),0.786,0.674,0.0342,0,6,0.298,-9.027,0,0.314,87.227,4,0.786
3VNrud6PPcf7y0Eg7PpOZe,AINDA,AINDA,0.856,0.84,0.302,0,8,0.501,-0.517,1,0.365,84.981,4,0.862
3vP4dkFp5iHDuKDdLOJJZb,Sendo Assim / Muito Estranho (Cuida Bem de Mim),"Decretos Reais, Vol.1",0.636,0.667,0.118,0.00157,4,0.348,-3.901,0,0.0269,113.868,4,0.733
3VQ7hwiEfaHDl3AySgyaiR,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King","Grieg: Peer Gynt, Op. 23 (Excerpts) - Sony Classical Masters",0.151,0.436,0.955,0.793,11,0.11,-20.745,0,0.0603,103.777,4,0.359
3VTgOINLj76GRFpjn3EvvC,Velocidade da Luz,100% Grupo Revelação,0.726,0.611,0.62,0,7,0.159,-7.508,0,0.0405,82.938,4,0.927
3vu864xi5Xis9VfOsJpmXu,Rainha da Favela,Rainha da Favela,0.67,0.867,0.23,0.00468,0,0.0889,-3.839,0,0.0438,135.064,4,0.891
3VwbySMdG6RaoXkF3A59as,Venenosa,Venenosa,0.933,0.832,0.284,0.0000156,0,0.111,-1.254,1,0.0766,144.959,4,0.95
3VwcqHviDaCwvMNtFnfLUv,Amor Em Vão,Amor Em Vão,0.704,0.53,0.097,0.0000398,10,0.141,-7.871,1,0.0329,91.01,4,0.338
3W2aK80vK0AA7EwZeiUcwH,Ei Tudo Bem,Ei Tudo Bem,0.533,0.807,0.691,0,4,0.403,-5.695,0,0.0344,129.966,4,0.681
3WCnEnWRnegfWA0070rmIR,Vida Que Segue,Vida Que Segue,0.58,0.549,0.697,0,7,0.0853,-5.68,1,0.0282,138.082,4,0.537
3wev7PYoYj9UZlMmlpda57,Crawl!,CRAWLER,0.882,0.467,0.00208,0.921,9,0.564,-5.376,0,0.152,76.986,4,0.277
3Wrjm47oTz2sjIgck11l5e,Beggin',Chosen,0.8,0.714,0.127,0,11,0.359,-4.808,0,0.0504,134.002,4,0.589
3WRT8uD7wYPzIJagtFRVjF,Therapy Music (feat. Russ),Therapy Music,0.718,0.786,0.407,0,1,0.665,-3.451,0,0.301,92.04,4,0.465
3WYaDvxzcESlLucPoxLiB7,TROPA,TROPA,0.752,0.74,0.0492,0.00000226,1,0.0816,-5.187,1,0.216,149.986,4,0.642
3x4qX4fJ0QZLtItx6r5dyt,"Se Deu Sol, É Mar!","Se Deu Sol, É Mar!",0.789,0.732,0.711,0,11,0.504,-3.722,0,0.123,106.229,4,0.792
3xCKdkgo7V7WfCyCPvhtyz,Brilho de Cristal / É de Arrepiar / Saudade de Nós - Ao Vivo,15 Anos (Ao Vivo),0.846,0.534,0.484,0,9,0.959,-6.405,1,0.0923,100.628,4,0.756
3xdmFwG1jTUs0T8BqfRxLk,Manivela,Tá Reclamando De Quê ?,0.91,0.767,0.188,0,6,0.206,-6.166,0,0.0626,112.001,4,0.877
3XELYgcY0b9mGsJE28r4Fh,Triunfo (A Rua É Nóiz),Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.909,0.608,0.173,0,5,0.85,-5.439,0,0.342,92.172,4,0.865
3XF598RmEUF3XW4XKo1lyP,Meu Número - Ao Vivo,Próximo Passo (Ao Vivo),0.834,0.427,0.434,0,10,0.939,-4.169,1,0.0978,179.089,3,0.32
3xhNEw3mynRggObeNZlFO5,Impossível Te Esquecer (Acústico da Trans),Impossível Te Esquecer (Acústico da Trans),0.691,0.464,0.296,0,6,0.953,-8.394,1,0.033,150.036,4,0.568
3XM6V7K5nbZf5AQz20fDDb,Dad Vibes,Dad Vibes,0.891,0.698,0.0741,0.0000296,6,0.313,-5.402,1,0.113,95.007,4,0.837
3xn6xN7FqYJMWnILMB4mkC,Coração de Mosquito,Coração de Mosquito,0.667,0.423,0.632,0.0000583,5,0.214,-8.457,1,0.0368,94.419,4,0.607
3xr0ZIYqXVKogVu00fJRBX,Kill The Noise,Kill The Noise,0.865,0.533,0.000428,0.0000883,0,0.283,-5.469,0,0.0601,94.969,4,0.605
3xW3gvAnYH2JsLnubQ4GyT,Quarta Cadeira - Acústico,Tem Moda Acústica (Acústico),0.651,0.497,0.473,0,8,0.146,-5.082,1,0.134,112.388,3,0.68
3XxBSvDZKH5YvZZjTpn6eR,Red House,Are You Experienced,0.479,0.277,0.585,0.0224,5,0.16,-8.483,0,0.0495,53.905,4,0.483
3XyNi4ARXWBgzeDFKoJPqy,Let The Smokers Shine The Coupes,It's Almost Dry,0.886,0.687,0.00542,0.774,1,0.355,-4.165,1,0.0724,98.918,4,0.189
3YBZIN3rekqsKxbJc9FZko,Paradise City,Appetite For Destruction,0.952,0.273,0.0169,0.0111,11,0.142,-8.762,1,0.0843,100.271,4,0.472
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,The Marshall Mathers LP,0.661,0.949,0.0302,0,5,0.0454,-4.244,0,0.0572,104.504,4,0.76
3YGsgJqtIWKjMjZtKLk11Z,Be Careful With a Fool,Johnny Winter,0.736,0.294,0.282,0.0418,7,0.102,-7.961,0,0.151,208.576,3,0.753
3yjU1r7jlFvZHeidCjulpq,Hoja en Blanco,10 Años (En Vivo),0.751,0.705,0.227,0,0,0.466,-3.985,0,0.0466,140.039,4,0.554
3YSagrvQP9x32rAjEI48PL,Raplord,Teto Baixo,0.69,0.734,0.0957,0,6,0.134,-7.819,0,0.289,147.629,4,0.489
3YV3rFEs55ie3idd3tVlfb,Buquê de Rimas,Buquê de Rimas,0.556,0.621,0.685,0,0,0.128,-8.559,1,0.0527,132.82,4,0.351
3YvE7uo4ffseBoJPh8IhHp,Presepada,Festa das Patroas 35%,0.733,0.606,0.368,0,9,0.144,-4.46,1,0.175,166.199,4,0.672
3YWdolIwRLOeLbmj5Q9lIO,Rap Da Akatsuki: Os Ninjas Mais Procurados Do Mundo (Nerd Hits),Rap Da Akatsuki: Os Ninjas Mais Procurados Do Mundo (Nerd Hits),0.666,0.5,0.226,0,0,0.361,-7.784,1,0.124,115.996,4,0.332
3YZFMK3zwAGbCMZQGWY47J,Poor Boy a Long Way From Home,Delta Kream,0.924,0.404,0.00123,0.748,11,0.442,-5.387,0,0.0701,93.418,4,0.417
3z280myBSGQUJM1ji6GAjv,Abraços Partidos - Versão Alternativa,Abraços Partidos (Versão Alternativa),0.588,0.841,0.145,0.00294,7,0.115,-8.938,1,0.0352,110.037,4,0.673
3zBlkrcLoGqI9ROqynEuQM,Camisa 10 - Ao Vivo,Esse É o Clima (Ao Vivo),0.777,0.634,0.726,0,11,0.932,-6.277,1,0.0384,91.033,4,0.942
3ZHpTrilP6f3XLX9THTfoo,Me Abraça - Ao Vivo,"Veja Alto, Ouça Colorido - Ao Vivo",0.646,0.415,0.663,0,5,0.291,-8.148,1,0.036,100.295,4,0.662
3zLTPuucd3e6TxZnu2dlVS,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Für Elise, Bagatelle No. 25 in A Minor, WoO 59",0.0306,0.289,0.987,0.911,9,0.102,-30.79,0,0.0446,125.61,3,0.118
3Zm42u5pi7fZVT8IZlUBjk,Coming Again,Beat Down Babylon,0.512,0.665,0.555,0.0763,5,0.278,-7.967,1,0.0871,139.41,4,0.612
3ZtHHGpAPSWC7Gnios4lmK,Metflix,Metflix,0.529,0.505,0.556,0,1,0.11,-5.84,0,0.184,174.322,4,0.31
408VC5UfnAh3Uhl0RQpbkA,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo","Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"" - Kancheli: Dixi",0.0355,0.302,0.932,0.304,0,0.043,-24.074,1,0.0363,115.104,4,0.186
40Fmr4mXhz4PtrMAPTnoXB,Destroy Myself Just For You,JAMIE,0.186,0.512,0.904,0.0281,0,0.11,-16.028,1,0.0373,59.677,4,0.191
40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Certified Lover Boy,0.465,0.666,0.0503,0,1,0.215,-8.545,1,0.26,167.937,4,0.292
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),0.508,0.579,0.00574,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609
40uMIn2zJLAQhNXghRjBed,Motley Crew,Motley Crew,0.631,0.797,0.0904,0.00000371,3,0.0998,-3.818,0,0.0786,129.915,4,0.288
419qlOGNXoyICx4jO0hqaj,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",Rachmaninov Variations,0.0525,0.205,0.98,0.906,1,0.103,-23.841,1,0.0327,88.316,4,0.0511
41Cei0m4xfEJ9r6RAn8VoG,Preta de Quebrada,Preta de Quebrada,0.358,0.816,0.0619,0,4,0.389,-10.492,0,0.752,154.237,4,0.469
41oY4WCTj5kccfesTVFnvN,Tarot,Un Verano Sin Ti,0.684,0.795,0.0225,0,11,0.658,-3.971,0,0.0419,114.011,4,0.419
423hwXFgoN8RYmqLoLuVvY,"No Woman, No Cry - Live At The Lyceum, London/1975",Live!,0.675,0.655,0.272,0.0236,1,0.727,-9.352,1,0.0599,77.589,4,0.587
42nZBOwXNdO24Ml032bLBS,Gatilho - Ao Vivo,Se Melhorar Estraga (Ao Vivo),0.93,0.48,0.0302,0,2,0.689,-4.441,1,0.143,160.063,4,0.641
42qa1IoXDeSt0zzWTOuwyG,Start The Healing,Start The Healing,0.95,0.468,0.00201,0.326,9,0.282,-3.366,1,0.264,149.968,4,0.412
430umKhe4mL3R8BYQvefB8,O Que É O Que É?,O Que É O Que É?,0.913,0.794,0.271,0,7,0.346,-1.272,1,0.0871,122.059,4,0.816
43bSKCMWHIuBsUVmQcDX1J,"Rêverie, L. 68: Rêverie",Debussy Piano Edition,0.00896,0.296,0.994,0.91,7,0.0815,-31.948,0,0.0394,69.44,3,0.0673
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Jailbreak (Deluxe Edition),0.706,0.445,0.234,0.000252,8,0.205,-9.803,1,0.0461,80.823,4,0.768
43PDKv0gdqMWnT2gUSEQdx,Ziriguidum,Ziriguidum,0.621,0.745,0.25,0.0000741,6,0.143,-7.586,1,0.0543,98.055,4,0.51
447r2keRxpkINmWYp83MlH,Maquiavélico,Muerte,0.868,0.554,0.544,0,11,0.142,-5.386,1,0.116,92.907,4,0.402
44hWksWGrXLiWLjqvnJYAZ,Tarada,Tarada,0.766,0.839,0.118,0.00021,1,0.119,-5.549,1,0.0431,102.964,4,0.653
44s75M70lhq25s3CiW0pxq,Should I Wait,The Alligator Records Years,0.738,0.638,0.0315,0.000634,9,0.211,-9.563,1,0.0271,104.098,3,0.816
44Sqr0Wf8UIY4F4bHxRkmN,Just Like a River,Explosive Rock Steady (Expanded Version),0.395,0.806,0.552,0.000837,5,0.118,-6.903,1,0.0516,87.795,4,0.947
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Are You Gonna Go My Way,0.67,0.619,0.00165,0.0109,11,0.331,-10.322,0,0.0353,129.269,4,0.777
45PD1shJcUVckmslQycpEL,Maravilha Te Amar,Nossa Dança,0.848,0.643,0.192,0,7,0.121,-9.404,1,0.056,98.334,4,0.9
45PF1Y3RcW5MK0jxWvhc4D,Don't Wait Up,Don't Wait Up,0.552,0.916,0.344,0.000722,3,0.0566,-5.051,0,0.0546,118.981,4,0.349
45S5WTQEGOB1VHr1Q4FuPl,Golden,Fine Line,0.838,0.448,0.21,0.000131,4,0.131,-5.257,0,0.0557,139.863,4,0.254
466nusIUJceQ5qiuugLuYf,Lepo Lepo,Arena Pop 2014,0.82,0.714,0.398,0,9,0.13,-4.24,1,0.215,139.981,4,0.874
46CgcTxpQ7Q8PChX4ILHeZ,Praieiro - Ao Vivo,Jammil de Todas As Praias (Ao Vivo),0.94,0.683,0.0902,0.00000133,1,0.397,-6.049,0,0.055,129.978,4,0.541
46tPGzCXCI2oKsemztDA9u,Parce Mihi Domine,Officium,0.0656,0.193,0.995,0.829,10,0.119,-19.239,1,0.0471,128.975,3,0.0359
47oWkD09fyfM2GwsXlN22I,Dança do Compasso - Ao Vivo,É a Cara da Bahia - Ao Vivo,0.954,0.641,0.448,0.00000576,7,0.981,-6.97,1,0.0895,100.838,4,0.699
47xU4Sm1RWZgRgugWPFxzz,Alone Together,Things Are Swingin',0.386,0.589,0.75,0,5,0.15,-8.013,0,0.0441,142.371,4,0.518
48LEhRW4gLMCVSYFEZvt8b,Assume a Gente - Ao Vivo,Assume a Gente (Ao Vivo),0.657,0.683,0.696,0,1,0.559,-4.637,1,0.0273,104.089,4,0.642
48Ll1C6qAnP2UjnopQDh4a,Bala Love,Bala Love,0.318,0.628,0.807,0.101,9,0.19,-8.887,0,0.0507,86.453,5,0.492
494G3Mjgv0bLEQ3DGzG9t4,Enter Sandman,Enter Sandman,0.855,0.653,0.000547,0.00242,6,0.0681,-5.608,0,0.0412,123.414,4,0.249
49A6oRGs4sYLjJf8LgQUi6,"Melhor Eu Ir, ao Vivo na Fonte Nova","Melhor Eu Ir, ao Vivo na Fonte Nova",0.673,0.531,0.489,0,6,0.982,-5.173,0,0.0371,126.782,4,0.563
49GdoM9fiTXVOx1a6JTokJ,Assalto Perigoso,Assalto Perigoso,0.727,0.752,0.416,0.00000274,8,0.0816,-9.534,0,0.0874,169.971,4,0.964
49KTdYsWNtkvOslTpgZuM1,War,War,0.794,0.754,0.0563,0,2,0.114,-5.638,1,0.198,142.099,4,0.853
4a0sqvCBo7aRIS4GzBQpnp,Kikando e Me Olhando,Kikando e Me Olhando,0.439,0.742,0.637,0,3,0.0876,-5.141,0,0.28,85.974,3,0.842
4A4ZnYm48DkalkEs6FzeYq,I'm In the Mood for Love,Ska & Reggae Classics,0.667,0.781,0.764,0.6,3,0.261,-7.047,1,0.0539,128.413,4,0.826
4a5GPCo8oX4vvaRkciKlih,Obrigado por Estragar Tudo - Ao Vivo,"Todos Os Cantos, Vol. 1 (Ao Vivo)",0.728,0.438,0.606,0,2,0.915,-4.934,1,0.123,152.76,4,0.609
4A8LKlysJXq8swPVDPd0xH,Carnaval Chegando - Ao Vivo,Carnaval Chegando (Ao Vivo),0.863,0.714,0.27,0,7,0.669,-5.629,1,0.264,159.949,4,0.668
4AAIAVjSyiq1N7SXKkwXZe,Troca de Calçada,Troca de Calçada,0.689,0.659,0.539,0,1,0.147,-4.984,0,0.0319,99.967,4,0.701
4acoaqSa5dno7qMFExRG2w,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",Schubert: Impromptus Opp.90 & 142,0.0209,0.343,0.987,0.922,8,0.126,-27.015,1,0.0398,125.242,3,0.0393
4AE7Lj39VnSZNOmGH2iZaq,Do For Love,R U Still Down? [Remember Me],0.63,0.874,0.0578,0.00479,1,0.0582,-3.585,1,0.298,95,4,0.717
4akI3J1uvi4jXibNpb5Qik,Juliana,O Pinto,0.814,0.77,0.685,0,4,0.122,-5.718,1,0.0362,102.238,4,0.895
4aoZBldNDVYmTwmeoI49ud,O Poder Dessa Garota,O Poder Dessa Garota,0.474,0.763,0.686,0,4,0.0835,-3.584,0,0.0767,86.585,5,0.788
4aVuWgvD0X63hcOCnZtNFA,Hold the Line,Toto,0.898,0.473,0.00783,0.0618,6,0.173,-4.797,0,0.0561,96.556,4,0.808
4aWvRjHweMAoB1RzUcXUUu,Farol Das Estrelas,Farol Das Estrelas,0.605,0.609,0.727,0,7,0.203,-7.741,1,0.0453,137.933,4,0.819
4b08wlmxdHRHS1jLS4wcmd,Deus Me Livre Quem Me Dera,Onde a Saudade Mora,0.742,0.662,0.608,0,4,0.142,-5.921,0,0.0487,168.109,4,0.789
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Escape,0.748,0.5,0.127,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514
4byZX8quakgDjZjercKJ0q,Os Mandrake Curte a Vida 2,Os Mandrake Curte a Vida 2,0.596,0.674,0.727,0,10,0.156,-4.086,0,0.116,89.83,4,0.818
4C0jbc9jPcDmPDGphIdDoN,Temporal,Temporal (Audio),0.828,0.551,0.283,0,7,0.551,-5.769,0,0.0405,138.258,4,0.639
4c0Mgs559lG4sPiEC3XcxY,To Know You Is To Love You,To Know You Is To Love You,0.384,0.872,0.418,0.317,0,0.0687,-16.204,1,0.0388,102.597,4,0.938
4C7Ss9bTPOWJMh3rarF1mN,Definition,Mos Def & Talib Kweli Are Black Star,0.9,0.65,0.0252,0,1,0.176,-4.099,0,0.374,89.788,4,0.659
4CD6Jf096kKD8F0eHK8yCw,"Cello Concerto No.1, Op.107: 1. Allegretto",Shostakovich: Cello Concertos Nos.1 & 2,0.162,0.463,0.963,0.825,7,0.0943,-24.484,0,0.045,125.514,4,0.374
4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,Nevermind (Remastered),0.912,0.502,0.0000255,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72
4cktbXiXOapiLBMprHFErI,Memories,JORDI (Deluxe),0.327,0.775,0.841,0,11,0.0821,-7.241,1,0.0557,91.05,4,0.595
4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,Learning to Crawl (Expanded & Remastered),0.901,0.598,0.116,0.0401,2,0.178,-6.081,1,0.0359,153.24,4,0.814
4Dcm4KMuDz0l01weeSpD4J,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,0.246,0.292,0.922,0.525,2,0.107,-14.96,1,0.0385,109.766,4,0.0859
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Leftoverture (Expanded Edition),0.786,0.482,0.00321,0.0000888,7,0.446,-5.735,1,0.032,126.755,4,0.793
4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,Tyler Herro,0.756,0.794,0.11,0,5,0.247,-7.16,0,0.136,123.066,4,0.775
4dUZ3Blvr3MB1cXT2aGAjN,Veneno E Remédio,Veneno E Remédio,0.871,0.775,0.156,0,7,0.289,-2.223,1,0.0501,130.174,4,0.646
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry's House,0.731,0.52,0.342,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
4DVu7YgHVJaeN0C7HNpy2q,Turiya & Ramakrishna,Ptah The El Daoud,0.295,0.418,0.913,0.896,6,0.248,-14.667,1,0.0303,109.621,4,0.132
4E2RRctYO1FJwBK3u36xQr,Boys Don't Cry,Classic Lover Covers,0.787,0.639,0.051,0.00000417,6,0.0578,-4.929,1,0.11,158.552,4,0.883
4e4wHxmMUmwN52jSScv5V7,Ê Saudade - Ao Vivo,Uau! Babado Novo Em Salvador,0.946,0.514,0.349,0,0,0.777,-6.12,1,0.202,165.824,4,0.555
4e9hUiLsN4mx61ARosFi7p,The Spirit Of Radio,Permanent Waves,0.924,0.365,0.0144,0.000254,4,0.423,-7.066,1,0.0488,135.811,4,0.632
4EcOBeGY1r0j26Z8FJ1nVZ,Speaking Unto Nations (Beethoven Symphony no 7 - II ),The King's Speech OST,0.0249,0.093,0.513,0.805,4,0.0831,-20.74,0,0.0463,79.369,3,0.0365
4EfBENPBy1GvUWLO9YAp3F,Hits from the Bong,The Essential Cypress Hill,0.756,0.799,0.0061,0.648,1,0.172,-7.752,1,0.187,92.183,4,0.498
4EVzu5mYyigjyLrryKbZs7,VERMELHO,LADY LESTE,0.695,0.682,0.454,0,1,0.305,-3.763,0,0.0852,129.998,4,0.728
4EXzmoiU4KAggC3UbBueCl,Não Vou Me Adaptar - Ao Vivo,Não Vou Me Adaptar (Ao Vivo),0.711,0.523,0.329,0.0482,10,0.751,-8.151,1,0.0395,80.796,4,0.403
4f22K7R92tQeFuYYuRgtlG,Dança Do Vampiro,Asa 25 Anos (Edição Bônus),0.919,0.644,0.0389,0.000381,4,0.891,-8.199,1,0.0558,135.041,4,0.753
4fcbxnnfUycb7fJAInJOob,Your Song Saved My Life - From Sing 2,Your Song Saved My Life (From Sing 2),0.637,0.38,0.28,0,5,0.0545,-7.128,1,0.0274,183.968,4,0.392
4fDodwdZ1LBDL2I2WCnUMY,"Tsar Saltan, Op. 57: Flight of the Bumblebee",Rimsky-Korsakov: Scheherazade / Flight Of The Bumblebee,0.11,0.458,0.977,0.903,9,0.359,-22.234,0,0.0309,83.43,4,0.481
4feULhSLEnDGkvwMiZf4rd,YA!,YA! / WTF?,0.696,0.911,0.0215,0.000115,10,0.0998,-5.699,0,0.0775,138.982,4,0.808
4fMjqKYYsvtT6Fvca8lGFl,Sua Mãe Vai Me Amar,Sua Mãe Vai Me Amar,0.816,0.571,0.4,0,8,0.808,-6.011,0,0.0374,163.941,4,0.942
4fouWK6XVHhzl78KzQ1UjL,abcdefu,abcdefu,0.54,0.695,0.299,0,4,0.367,-5.692,1,0.0493,121.932,4,0.415
4FpVLn9ne4NDGo83yRTAIi,O Trem,RZO,0.474,0.631,0.0625,0,1,0.127,-14.021,1,0.302,76.765,4,0.806
4fuLWKNpY01OLMT9tARnB4,Doin' Our Own Dang,Done By The Forces Of Nature,0.447,0.835,0.155,0.00876,6,0.108,-14.901,1,0.22,113.082,4,0.839
4G3dZN9o3o2X4VKwt4CLts,Passin' Me By,Bizarre Ride II The Pharcyde,0.756,0.759,0.0903,0.00000236,4,0.265,-8.145,0,0.266,87.059,4,0.613
4gFlHAye7To29Fs4UszQUH,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker Sings,0.033,0.442,0.922,0.000171,10,0.151,-23.063,1,0.041,103.34,3,0.21
4gHnSNHs8RyVukKoWdS99f,Something In The Way,Nevermind (Remastered),0.201,0.427,0.745,0.263,8,0.109,-13.044,1,0.0317,105.218,4,0.0668
4gi2kndWShH9kDbb9kBfs6,Fighter,Metamorph,0.835,0.521,0.0259,0.00011,8,0.091,-3.717,0,0.0728,160.031,4,0.482
4Gia17DzXBhYFbYiJj6SyW,Working Man,Mourning In The Morning,0.625,0.633,0.492,0.000418,0,0.204,-10.951,1,0.0436,103.355,4,0.841
4GnVpbnWjHFrpXjAcPHvqM,"Ave Maria, D. 839",Sacred Songs (US Bonus Track Version),0.138,0.12,0.994,0.686,10,0.11,-15.538,1,0.048,67.894,4,0.043
4grGI2vFnknrfmHT1JOVFU,Tesão Da Madrugada - Ao Vivo,Ao Vivo Em Brasília,0.798,0.736,0.42,0,1,0.309,-2.63,1,0.118,123.804,4,0.696
4GSUkiAbkz7ydnAHuWBGig,I Can't Live Without Your Love,I Can't Live Without Your Love,0.601,0.489,0.12,0,7,0.0763,-3.69,1,0.0294,152.072,4,0.5
4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],0.596,0.579,0.436,0.0938,8,0.0549,-4.823,1,0.0561,119.9,3,0.443
4h4QlmocP3IuwYEj2j14p8,Sunroof,Sunroof,0.714,0.768,0.352,0,10,0.15,-5.11,1,0.0401,131.443,4,0.842
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",0.797,0.704,0.0826,0.000745,0,0.0546,-5.927,1,0.0475,139.994,4,0.825
4HfxDJ0uLHTLe0fZrx0MbQ,Check the Rhime,The Low End Theory,0.361,0.881,0.0502,0.00458,11,0.246,-14.728,0,0.237,96.43,4,0.799
4hjr6JRGP2Cr8YSUl1BwsL,Desejo De Amar,Pagode Saudade 2 - EP,0.592,0.626,0.106,0,0,0.307,-10.313,1,0.0336,129.854,4,0.362
4hjUqN9S84dPLGdlUufp0c,Potência,Potência,0.846,0.782,0.0636,0,1,0.0932,-5.255,1,0.0457,134.954,4,0.822
4hqb6iFfQOdYj7OVWAxFbs,"Não largo, não troco, não empresto - Ao vivo","Não largo, não troco, não empresto (Ao vivo)",0.712,0.574,0.595,0,4,0.859,-4.293,1,0.0966,76.639,4,0.422
4i8ELDz5fg6bn0YZlNrwPB,Tchau pra Quem Namora,La Furia Verão 2019,0.841,0.721,0.307,0,4,0.281,-6.963,1,0.126,133.119,4,0.892
4IhpTG2Kdtw6naxkkWoPer,A Carta - Ao Vivo,Todos Os Sambas Ao Vivo,0.689,0.383,0.682,0,9,0.727,-8.44,1,0.0526,163.795,4,0.563
4iJg7QdhqLHwfYOmYHqU9z,Feast Of Fire,Feast Of Fire,0.949,0.346,0.0000142,0.422,6,0.0524,-3.973,1,0.0837,178.027,4,0.323
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justice,0.696,0.677,0.321,0,0,0.42,-6.181,1,0.119,90.03,4,0.464
4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,Life After Death (2014 Remastered Edition),0.884,0.845,0.0128,0.0000021,6,0.203,-4.506,0,0.0759,104.536,4,0.904
4Ivo07fh9EyPtPinrxXlC4,"Violin Concerto in E Minor, Op. 64, MWV O 14: 1. Allegro molto appassionato","Mendelssohn: Violin Concerto; Symphony No.4 - ""Italian""; Hebrides Overture",0.145,0.287,0.919,0.144,4,0.0987,-19.665,0,0.0406,101.679,4,0.167
4iwDUy9a2dKXkiuHa7jHXq,Meu Anjo,Sambapopbrasil,0.414,0.598,0.361,0,4,0.117,-13.889,0,0.0387,144.901,4,0.251
